Timestamp,Equipment Type,Temperature,Pressure,Vibration,Humidity,Flow Rate,Failure Mode,Failure Occurred
2023-01-01 00:00:00,Pipeline,45.930117806783585,47.477886583514156,1.5468909369036528,64.62702943355708,28.93615217834342,Leakage,1
2023-01-01 01:00:00,Heat Exchanger,71.25177943378193,42.400536001905074,2.6532770338672504,35.176389464012736,80.6743059319067,None,0
2023-01-01 02:00:00,Valve,64.61456179156028,54.63128745542196,1.1507747157998747,51.52823283413201,19.973044255297197,None,0
2023-01-01 03:00:00,Heat Exchanger,58.687241845390545,48.0699871217528,2.3921423766318757,54.722953553363155,90.56353600812523,None,0
2023-01-01 04:00:00,Heat Exchanger,62.62573361777427,50.91049122907931,1.3673939820009018,80.11423900944305,85.6379523286715,None,0
2023-01-01 05:00:00,Compressor,76.0940847183297,44.820190356966805,2.9428942582427635,60.80354412754061,71.0926609274547,None,0
2023-01-01 06:00:00,Valve,88.28640828248231,52.179738148577364,1.2277001365471882,73.86398239790748,16.067316442856306,None,0
2023-01-01 07:00:00,Valve,78.1318447386498,46.19029380932458,2.576125325936374,31.14044400154028,28.771212549603547,Wear & Tear,1
2023-01-01 08:00:00,Valve,68.9349661178426,49.291456391490875,1.959182819994378,57.869560177698936,87.34254361219683,Leakage,1
2023-01-01 09:00:00,Heat Exchanger,79.55904195170703,54.38913015619563,1.816698715080628,84.07905990981506,20.97769908723356,None,0
2023-01-01 10:00:00,Pipeline,70.40909689781009,53.95379656116265,2.0926983282338805,43.45883455834711,24.033888667721804,Overheating,1
2023-01-01 11:00:00,Valve,68.05399630836855,49.889849637415296,2.3159501695789064,31.891331118426777,58.96029913799687,None,0
2023-01-01 12:00:00,Heat Exchanger,63.456373317670156,41.15934483646641,1.5477997488345652,56.00452402280858,34.67596957069094,None,0
2023-01-01 13:00:00,Compressor,57.48171193248281,64.9640528503032,1.592106137415714,72.26590923885573,29.986812994953656,None,0
2023-01-01 14:00:00,Pipeline,71.10076293440555,58.72929485136568,2.324802432556443,57.26781041048817,61.82320886633625,None,0
2023-01-01 15:00:00,Compressor,76.58053489920133,53.61337412444149,1.1463285231752,57.59869881067595,43.53190088122261,Electrical Failure,1
2023-01-01 16:00:00,Pipeline,74.0337632998511,46.23398109204515,1.7078854534039574,70.18830247429918,22.650390709270184,Corrosion,1
2023-01-01 17:00:00,Heat Exchanger,70.84033072052641,49.432039191490176,3.52034347707972,45.263328496982936,58.1368390790918,None,0
2023-01-01 18:00:00,Pump,65.54253939303219,47.28289785111742,1.5159935177053596,75.11338749851865,44.83111629507604,None,0
